Movie_Name,Week_Number,Genre_ Drama,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western
The Perks of Being a Wallflower,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Place Beyond the Pines,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Prestige,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
The Princess and the Frog,-30.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Proposal,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Purge,-30.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
The Purge: Election Year,-30.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Pursuit of Happyness,-30.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Revenant,-30.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Road,-30.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sea of Trees,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret Life of Pets,-30.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret Life of Walter Mitty,-30.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Shallows,-30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
The Skin I Live In,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Social Network,-30.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Spectacular Now,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Stanford Prison Experiment,-30.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Strangers,-30.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
The Theory of Everything,-30.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Three Musketeers,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Town,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Tree of Life,-30.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Twilight Saga: Breaking Dawn - Part 1,-30.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Twilight Saga: Eclipse,-30.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Twilight Saga:Breaking Dawn Part - 2,-30.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Ugly Truth,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Visit,-30.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Walk,-30.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wolf of Wall Street,-30.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wolverine,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The World's End,-30.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Their Finest,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
There Will Be Blood,-30.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
This Is 40,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
This Means War,-30.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
This is the End,-30.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Thor,-30.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tinker Tailor Soldier Spy,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
To Rome with Love,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tomorrowland,-30.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Toni Erdmann,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Recall,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Toy Story 3,-30.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trainwreck,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Trance,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Transcendence,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Transformers,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Transformers: Age of Extinction,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Transformers: Dark of the Moon,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Transformers: Revenge of the Fallen,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Triple 9,-30.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trolls,-30.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tron Legacy,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tropic Thunder,-30.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True Grit,-30.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Trust,-30.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Turbo Kid,-30.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tusk,-30.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Twilight,-30.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Unbroken,-30.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Under the Skin,-30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Underworld Awakening,-30.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Underworld: Blood Wars,-30.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Underworld: Rise of the Lycans,-30.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Unfriended,-30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Unknown,-30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Unstoppable,-30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Up,-30.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Up in the Air,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Vacation,-30.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vampire Academy,-30.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vicky Cristina Barcelona,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Victor Frankenstein,-30.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Wakefield,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wanted,-30.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
War Dogs,-30.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Warcraft,-30.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Warm Bodies,-30.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Warrior,-30.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Watchmen,-30.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
We Are Your Friends,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
We Need to Talk About Kevin,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
We're the Millers,-30.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What If,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
What We Do in the Shadows,-30.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
What to Expect When You're Expecting,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
What's Your Number?,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Whiplash,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Whiskey Tango Foxtrot,-30.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Whisky Galore,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
White House Down,-30.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Why Him?,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild,-30.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Winter's Bone,-30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Woman in Gold,-30.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
World War Z,-30.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wrath of the Titans,-30.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wreck-It Ralph,-30.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X-Men Origins: Wolverine,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
X-Men: Apocalypse,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
X-Men: Days of Future Past,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
X-Men: The Last Stand,-30.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
X: First Class,-30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
You Don't Mess with the Zohan,-30.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Your Highness,-30.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Youth,-30.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Zack and Miri Make a Porno,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zero Dark Thirty,-30.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Zodiac,-30.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Zombieland,-30.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zoolander 2,-30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zootopia,-30.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
